3535,96.0
697,609.0
4593,152.0
4646,300.0
743,293.25
4654,120.0
4959,217.0
1546,133.0
2864,264.0
4751,406.0
3699,268.0
2725,170.0
682,393.0
4582,225.0
4777,126.0
2844,696.0
42,168.0
1274,129.0
3819,100.0
3731,104.0
3951,690.0
1804,96.0
3734,110.0
4908,126.0
1013,286.0
1485,162.0
4846,86.0
4059,228.0
3521,118.0
4894,170.0
423,181.5
4388,146.25
4153,166.0
4212,110.0
2150,211.75
1971,124.0
1588,84.0
1469,262.0
2955,177.0
2102,87.0
1060,272.0
2879,403.0
3093,252.0
2112,144.0
2545,126.0
4088,88.75
3084,163.75
895,180.0
1081,240.0
774,120.0
3936,231.0
4257,120.0
3115,190.0
4308,129.0
4083,160.0
3055,100.0
3147,198.0
1820,126.0
818,324.0
3724,185.0
1135,160.0
2128,375.0
999,86.0
1240,442.75
1660,180.0
1945,416.0
1432,126.75
3130,96.0
3060,165.0
1626,129.0
3838,189.0
3361,204.0
1356,170.5
2482,78.0
4816,190.0
1400,86.0
3914,262.5
72,129.0
676,152.0
4613,92.0
4519,127.5
1973,160.0
900,168.0
1348,210.0
3325,229.5
3037,522.0
5003,86.0
1394,175.0
2320,496.0
4506,489.25
4824,180.0
2902,104.5
3069,264.25
1950,90.0
1933,101.5
2569,162.0
3876,126.0
1911,188.75
3463,199.5
884,360.0
2828,100.0
802,288.0
2077,139.5
1833,124.0
2835,864.0
4512,98.0
3226,392.0
4969,216.0
3829,231.0
1615,90.0
4146,1020.0
2708,129.0
5240,69.0
5029,86.0
1815,462.0
471,528.0
2430,377.0
3405,120.0
3768,148.0
2399,100.0
260,885.0
4438,496.0
1284,264.0
2873,676.5
1918,156.0
3127,88.0
513,123.0
3095,190.0
1223,120.0
634,696.0
2813,185.0
4394,160.0
989,190.0
4107,746.75
3252,119.0
777,84.0
597,144.0
3522,112.0
3811,229.5
2838,147.0
4585,152.0
4697,160.0
1119,320.0
4997,340.0
901,445.5
2304,94.5
1166,146.0
4367,168.0
2255,499.5
3767,442.0
4685,222.0
3231,198.0
2023,218.0
1038,392.0
3330,210.0
3268,82.0
4133,855.0
3588,156.0
1908,160.0
518,95.0
4402,144.0
3834,422.5
4980,182.5
2183,126.0
207,190.0
558,132.0
1741,156.0
262,165.0
172,228.0
4489,238.0
1319,608.0
4242,100.0
3945,96.0
1909,90.0
1167,580.0
2840,185.0
5053,299.0
1901,450.0
2453,162.0
4784,297.0
1735,252.0
3837,360.0
4502,162.5
1690,111.0
885,241.5
3827,86.0
360,90.0
4258,222.0
57,434.0
65,342.0
1066,135.0
2366,204.0
2469,384.0
2115,120.0
318,180.0
3260,126.75
1074,551.0
540,185.0
1063,264.0
2222,232.75
4072,138.0
5165,135.0
4243,168.0
5093,172.5
921,432.0
2026,472.0
2333,462.0
2551,100.5
94,112.5
407,90.0
1179,282.0
2503,136.0
922,142.0
2647,252.0
1580,416.0
1529,187.5
3673,390.0
5001,346.5
1489,327.25
502,315.0
1269,258.75
1937,187.0
756,558.0
5064,414.75
5031,280.0
3605,123.0
347,364.0
5140,140.0
2686,114.75
1805,273.0
3863,121.0
656,126.5
3906,160.0
4941,114.0
946,203.0
806,192.0
4579,223.25
736,754.0
3275,185.0
5007,160.0
805,315.0
44,168.0
2684,192.0
4739,228.0
1533,93.0
5045,676.0
3689,168.0
437,185.0
3991,108.0
3450,135.0
4960,144.0
4079,174.0
363,435.0
3820,98.0
3931,99.0
2034,272.0
4989,192.0
625,352.0
537,129.0
4176,129.0
1088,106.0
3315,260.0
4545,115.0
4635,156.0
2645,100.0
3899,577.5
2948,152.0
4826,90.0
2705,127.5
2241,120.0
2175,135.0
4886,126.0
937,152.0
566,222.0
823,224.75
4101,324.0
2523,123.0
2573,728.0
3892,182.5
2404,363.0
4983,403.0
1524,213.0
157,152.0
3872,152.0
3844,204.0
150,149.0
1364,120.0
3075,392.0
1083,352.0
1345,224.0
4660,551.0
1267,336.0
3719,360.0
1612,434.0
1095,100.0
4289,192.0
2915,222.0
1504,90.0
1197,120.0
4360,120.0
2472,118.5
4982,84.0
655,378.0
1173,87.0
2659,351.0
1158,99.0
839,144.0
4363,148.5
1411,229.25
1684,216.0
4189,152.0
4755,183.75
4076,96.0
4313,160.0
2974,483.0
4906,255.0
2599,168.0
841,360.0
3590,363.0
982,216.0
2378,180.0
2780,667.0
1613,240.0
2095,264.0
972,111.75
1832,510.0
1291,438.75
4372,115.5
4575,138.0
2045,148.75
3979,495.0
2662,84.0
3445,98.0
1303,145.0
1816,212.0
1000,148.0
2446,190.0
2116,129.0
2452,297.0
2160,598.0
8,126.0
643,190.0
240,500.0
71,126.0
1888,102.5
4307,252.0
1251,252.0
811,580.0
2235,116.0
3821,93.0
2314,171.0
3491,129.0
1201,365.0
1855,187.0
3058,672.0
3975,231.0
3162,429.0
4073,130.5
4999,88.0
2770,342.0
4676,133.5
1863,120.0
4973,406.0
4911,221.25
3452,149.5
4532,120.0
2109,168.0
4977,127.5
4661,288.0
1874,114.0
1178,168.0
1122,272.0
1893,414.0
1917,108.0
4609,372.0
701,288.0
4817,100.0
1600,122.5
4619,644.0
2867,100.0
2614,78.0
206,160.0
1276,506.25
2763,168.0
17,495.0
2492,192.0
3191,160.0
3698,216.0
4275,185.0
654,100.0
2738,855.5
2849,210.0
1132,435.0
5162,117.0
2177,145.0
3272,131.25
40,100.0
1041,638.0
422,215.0
1904,126.0
4222,219.0
1114,135.0
4323,120.0
5241,754.0
1365,232.0
4620,360.0
4465,188.75
3429,145.0
3592,210.0
2977,108.5
3009,157.5
1716,200.0
2227,200.0
689,190.0
2421,88.0
2223,173.25
712,204.0
189,100.0
2808,190.0
30,592.0
619,720.0
3262,111.0
1742,148.0
2676,812.0
2042,86.0
3036,114.0
578,96.0
4802,160.0
332,148.0
4175,594.5
3677,340.0
2087,204.0
3140,221.0
2261,120.0
5027,160.0
3697,144.0
3133,129.0
1836,558.0
3288,220.5
399,238.0
5136,200.0
2550,91.5
5130,111.75
351,126.0
758,272.0
4796,152.0
4546,129.0
4268,551.0
2555,330.0
3894,156.0
5193,96.0
4380,120.0
1324,100.0
2698,95.0
826,208.0
3614,304.0
1435,85.0
2512,117.0
1150,95.5
3371,231.0
215,148.0
716,190.0
3810,99.0
1064,222.0
1089,682.0
